titulo_completo,delito_artículo,delito_descripcion,tipo,codigo_delito
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 11,Desbaratamiento de derechos acordados,específico,CP.173.0.00.11.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 12,"Defraudación por el titular fiduciario, el administrador de fondos comunes o dador de un contrato de leasing",específico,CP.173.0.00.12.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 13,"Defraudación de un autorizado para ejecutar un inmueble, cuando no corresponde ejecutarlo",específico,CP.173.0.00.13.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 14,Defraudación de tenedor de letras hipotecarias que no consigna los pagos recibidos,específico,CP.173.0.00.14.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 15,Defraudación mediante el uso de una tarjeta de compra,específico,CP.173.0.00.15.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 16,Defraudación técnica informática,específico,CP.173.0.00.16.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 174,Defraudación agravada,general,CP.174.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 174 Pár. 1 Inc. 1,Defraudación agravada por estafa de seguros,específico,CP.174.0.01.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 174 Pár. 1 Inc. 2,Defraudación agravada por circunvención de incapaces,específico,CP.174.0.01.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 174 Pár. 1 Inc. 3,Defraudación agravada por uso de pesas y medidas falsas,específico,CP.174.0.01.03.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 174 Pár. 1 Inc. 4,Defraudación agravada por fraude en materiales de construcción,específico,CP.174.0.01.04.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 174 Pár. 1 Inc. 5,Defraudación agravada por fraude en perjuicio de la administración pública,específico,CP.174.0.01.05.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 174 Pár. 1 Inc. 6,Defraudación agravada por fraude en el desenvolvimiento de un establecimiento o explotación comercial,específico,CP.174.0.01.06.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 174 Pár. 2,Defraudación agravada por la calidad del autor,específico,CP.174.0.02.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 175,Defraudación menor,general,CP.175.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 175 Inc. 1,Defraudación menor por apropiación de cosa perdida o tesoro,específico,CP.175.0.00.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 175 Inc. 2,Defraudación menor por apropiación de cosa ajena habida por error o caso fortuito,específico,CP.175.0.00.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 175 Inc. 3,Defraudación menor por apropiación de prenda,específico,CP.175.0.00.03.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 175 Inc. 4,Defraudación menor por desnaturalización de cheque,específico,CP.175.0.00.04.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV bis,Art. 175 bis,Usura,general,CP.175.2.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV bis,Art. 175 bis Pár. 1,Usura,específico,CP.175.2.01.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV bis,Art. 175 bis Pár. 2,Usura,específico,CP.175.2.02.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV bis,Art. 175 bis Pár. 3,Usura agravada,específico,CP.175.2.03.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 176,Quiebra fraudulenta,general,CP.176.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 176 Inc. 1,Quiebra fraudulenta,específico,CP.176.0.00.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 176 Inc. 2,Quiebra fraudulenta,específico,CP.176.0.00.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 176 Inc. 3,Quiebra fraudulenta,específico,CP.176.0.00.03.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 177,Quiebra culposa,específico/general,CP.177.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 178,Quiebra de persona jurídica,general,CP.178.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 178 Parte 1,Quiebra fraudulenta de personas jurídicas,específico,CP.178.0.00.00.01
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 178 Parte 2,Quiebra culposa de personas jurídicas,específico,CP.178.0.00.00.02
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 179,Concurso civil fraudulento e insolvencia fraudulenta,general,CP.179.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 179 Pár. 1,Concurso civil fraudulento e insolvencia fraudulenta,específico,CP.179.0.01.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 179 Pár. 2,Insolvencia fraudulenta,específico,CP.179.0.02.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 180,Colusión,general,CP.180.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 180 Pár. 1,Colusión,específico,CP.180.0.01.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo V,Art. 180 Pár. 2,Colusión,específico,CP.180.0.02.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VI,Art. 181,Usurpación,general,CP.181.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VI,Art. 181 Inc. 1,Usurpación,específico,CP.181.0.00.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VI,Art. 181 Inc. 2,Destrucción o alteración de términos o límites,específico,CP.181.0.00.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VI,Art. 181 Inc. 3,Turbación de la posesión,específico,CP.181.0.00.03.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VI,Art. 182,Usurpación de aguas,general,CP.182.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VI,Art. 182 Pár. 1 Inc. 1,Sustracción de aguas,específico,CP.182.0.01.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VI,Art. 182 Pár. 1 Inc. 2,Estorbo en la utilización de aguas,específico,CP.182.0.01.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VI,Art. 182 Pár. 1 Inc. 3,Interrupción de las aguas,específico,CP.182.0.01.03.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VI,Art. 182 Pár. 2,Usurpación de aguas agravado,específico,CP.182.0.02.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VII,Art. 183 Pár. 1,Daños de una cosa mueble o inmueble o un animal,específico,CP.183.0.01.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VII,Art. 183 Pár. 2,"Daños de datos, documentos, programas o sistemas informáticos",específico,CP.183.0.02.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VII,Art. 184 Inc. 1,Daño con el fin de impedir el libre ejercicio de la autoridad o en venganza de sus determinaciones,específico,CP.184.0.00.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VII,Art. 184 Inc. 2,"Daño por producir infección, contagio en aves u otros animales domésticos",específico,CP.184.0.00.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VII,Art. 184 Inc. 3,Daño empleando sustancias venenosas o corrosivas,específico,CP.184.0.00.03.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VII,Art. 184 Inc. 4,Daño cometido en despoblado y en banda,específico,CP.184.0.00.04.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VII,Art. 184 Inc. 5,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas.",específico,CP.184.0.00.05.00
CPN - Título VI - Delitos contra la propiedad/Capítulo VII,Art. 184 Inc. 6,Daño ejecutado en sistemas informáticos de servicios públicos,específico,CP.184.0.00.06.00
CPN - Título VII - Delitos contra le seguridad pública/Capítulo I,Art. 186,"Incendio, explosión o inundación",general,CP.186.0.00.00.00
CPN - Título VII - Delitos contra le seguridad pública/Capítulo I,Art. 186 Inc. 1,"Incendio, explosión o inundación simple",específico,CP.186.0.00.01.00
CPN - Título VII - Delitos contra le seguridad pública/Capítulo I,Art. 186 Inc. 2 Parte a,"Incendio, explosión o inundación de bienes rurales",específico,CP.186.0.00.02.01
CPN - Título VII - Delitos contra le seguridad pública/Capítulo I,Art. 186 Inc. 2 Parte b,"Incendio, explosión o inundación de bienes rurales",específico,CP.186.0.00.02.02
CPN - Título VII - Delitos contra le seguridad pública/Capítulo I,Art. 186 Inc. 2 Parte c,"Incendio, explosión o inundación de bienes rurales",específico,CP.186.0.00.02.03
CPN - Título VII - Delitos contra le seguridad pública/Capítulo I,Art. 186 Inc. 2 Parte d,"Incendio, explosión o inundación de bienes rurales",específico,CP.186.0.00.02.04
CPN - Título VII - Delitos contra le seguridad pública/Capítulo I,Art. 186 Inc. 2 Parte e,"Incendio, explosión o inundación de bienes rurales",específico,CP.186.0.00.02.05
CPN - Título VII - Delitos contra le seguridad pública/Capítulo I,Art. 186 Inc. 2 Parte f,"Incendio, explosión o inundación de bienes rurales",específico,CP.186.0.00.02.06
CPN - Título VII - Delitos contra le seguridad pública/Capítulo I,Art. 186 Inc. 3,"Incendio, explosión e inundación con peligro para bienes determinados",específico,CP.186.0.00.03.00
